,Unnamed: 0,ID_DELEGACIA,NOME_DEPARTAMENTO,NOME_SECCIONAL,NOME_DELEGACIA,NOME_MUNICIPIO,ANO_BO,NUM_BO,VERSAO,NOME_DEPARTAMENTO_CIRC,NOME_SECCIONAL_CIRC,NOME_DELEGACIA_CIRC,NOME_MUNICIPIO_CIRC,DATA_OCORRENCIA_BO,HORA_OCORRENCIA,DESCRICAO_APRESENTACAO,DATAHORA_REGISTRO_BO,DATA_COMUNICACAO_BO,DATAHORA_IMPRESSAO_BO,DESCR_PERIODO,AUTORIA_BO,FLAG_INTOLERANCIA,TIPO_INTOLERANCIA,FLAG_FLAGRANTE,FLAG_STATUS,DESC_LEI,FLAG_ATO_INFRACIONAL,RUBRICA,DESCR_CONDUTA,DESDOBRAMENTO,CIRCUNSTANCIA,DESCR_TIPOLOCAL,DESCR_SUBTIPOLOCAL,CIDADE,BAIRRO,CEP,LOGRADOURO_VERSAO,LOGRADOURO,NUMERO_LOGRADOURO,LATITUDE,LONGITUDE,CONT_OBJETO,DESCR_MODO_OBJETO,DESCR_TIPO_OBJETO,DESCR_SUBTIPO_OBJETO,DESCR_UNIDADE,QUANTIDADE_OBJETO,MARCA_OBJETO,FLAG_BLOQUEIO,FLAG_DESBLOQUEIO,MES,ANO,PERIODO_DO_DIA
5144,5144,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,RIBEIRAO PRETO,2024,BT3983,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,05º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2024-02-05,,Pela Parte Interessada,2024-02-06,2024-02-06,2024-02-06,A tarde,D,N,,N,CONSUMADO,Não Criminal,N,Perda/Extravio,,,,Via Pública,Via Pública,RIBEIRAO PRETO,QUINTINO FACCI II,14070480.0,1,RUA ERNESTO PETERSEN,196.0,-21.1072808016478,-47.7936716781549,1005945783,Subtraído,Telecomunicação,Telefone Celular,,1,Motorola,N,N,2,2024,
5145,5145,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,RIBEIRAO PRETO,2024,BT4099,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,05º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2024-02-02,,Pela Parte Interessada,2024-02-06,2024-02-05,2024-02-06,A noite,D,N,,N,CONSUMADO,Não Criminal,N,Perda/Extravio,,,,Via Pública,Via Pública,RIBEIRAO PRETO,SUBSETOR NORTE - 10 (N-10),14070530.0,1,RUA LARA NILSA RAFAINI CAÇÃO,630.0,-21.1050932,-47.7893193,1005945851,Subtraído,Telecomunicação,Telefone Celular,,1,Samsung,N,N,2,2024,
5146,5146,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,RIBEIRAO PRETO,2024,BW5861,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,05º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2024-02-07,20:00:00,Pela Parte Interessada,2024-02-08,2024-02-08,2024-02-08,,D,N,,N,CONSUMADO,Código Penal,N,Roubo (art. 157),Outros,,,Via Pública,Via Pública,RIBEIRAO PRETO,ORESTES LOPES DE CAMARGO,14066220.0,1,AVENIDA JORNALISTA ANTÔNIO CARLOS P. SAN,2501.0,-21.1233529979999,-47.83223750525,1005966689,Subtraído,Telecomunicação,Telefone Celular,,1,Xiaomi,S,N,2,2024,Noite
5147,5147,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,RIBEIRAO PRETO,2024,BW8460,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,05º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2024-02-07,,Pela Parte Interessada,2024-02-08,2024-02-08,2024-02-08,Pela manhã,D,N,,N,CONSUMADO,Não Criminal,N,Perda/Extravio,,,,Via Pública,Via Pública,RIBEIRAO PRETO,ADELINO SIMIONI,14071240.0,1,RUA ANTÔNIO AUGUSTO CARVALHO,672.0,-21.113252664,-47.8018467649999,1005968271,Subtraído,Telecomunicação,Telefone Celular,,1,Motorola,N,N,2,2024,
5148,5148,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,RIBEIRAO PRETO,2024,BX8315,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,05º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2024-02-08,,Pela Parte Interessada,2024-02-09,2024-02-09,2024-02-09,Pela manhã,D,N,,N,CONSUMADO,Código Penal,N,Furto (art. 155),Outros,,,Via Pública,Via Pública,RIBEIRAO PRETO,IPIRANGA,14060100.0,1,RUA PARANAGUÁ,1011.0,-21.1439094297307,-47.8187208684615,1005974293,Subtraído,Telecomunicação,Telefone Celular,,1,Motorola,S,N,2,2024,
5149,5149,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,RIBEIRAO PRETO,2024,BZ3290,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,05º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2024-02-10,04:50:00,Pela Parte Interessada,2024-02-10,2024-02-10,2024-02-10,,D,N,,N,CONSUMADO,Código Penal,N,Roubo (art. 157),Outros,,,Via Pública,Via Pública,RIBEIRAO PRETO,ADELINO SIMIONI,14071320.0,1,RUA DINO MARTINELI,165.0,-21.1156249968288,-47.7980647965225,1005983483,Subtraído,Telecomunicação,Telefone Celular,,1,Motorola,S,N,2,2024,Madrugada
5150,5150,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,RIBEIRAO PRETO,2024,BZ5833,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,05º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2024-01-29,,Pela Parte Interessada,2024-02-11,2024-02-10,2024-02-11,A tarde,D,N,,N,CONSUMADO,Código Penal,N,Furto (art. 155),Outros,,,Via Pública,Via Pública,RIBEIRAO PRETO,JD SILVIO PASSALACQUA,14060690.0,1,RUA JOÃO VITALIANO,556.0,,,1005985143,Subtraído,Telecomunicação,Telefone Celular,,1,Apple,S,N,2,2024,
5151,5151,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,RIBEIRAO PRETO,2024,CF1326,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,05º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2024-02-09,,Pela Parte Interessada,2024-02-16,2024-02-15,2024-02-16,Pela manhã,D,N,,N,CONSUMADO,Não Criminal,N,Perda/Extravio,,,,Via Pública,Via Pública,RIBEIRAO PRETO,ANTONIO MARINCEK,14061170.0,1,RUA ARMANDO DE OLIVEIRA VALADA,35.0,-21.1238079183087,-47.805969008208,1006025127,Subtraído,Telecomunicação,Telefone Celular,,1,Positivo,N,N,2,2024,
5152,5152,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,RIBEIRAO PRETO,2024,CH1239,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,05º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2024-02-15,08:00:00,Pela Parte Interessada,2024-02-17,2024-02-17,2024-02-17,,D,N,,N,CONSUMADO,Código Penal,N,Roubo (art. 157),Outros,,,Via Pública,Via Pública,RIBEIRAO PRETO,IPIRANGA,14060020.0,1,RUA VILA BELA,1172.0,-21.1462441689999,-47.8238959949999,1006038110,Subtraído,Telecomunicação,Telefone Celular,,1,Samsung,S,N,2,2024,Manhã
5153,5153,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,RIBEIRAO PRETO,2024,CI2245,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,05º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2024-02-03,,Pela Parte Interessada,2024-02-19,2024-02-17,2024-02-19,A noite,D,N,,N,CONSUMADO,Não Criminal,N,Perda/Extravio,,,,Via Pública,Via Pública,RIBEIRAO PRETO,PRESIDENTE DUTRA,14060800.0,1,RUA HERCOLINA VERRI ALONSO,48.0,,,1006045995,Subtraído,Telecomunicação,Telefone Celular,,1,Xiaomi,N,N,2,2024,
5154,5154,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,RIBEIRAO PRETO,2024,CM1455,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,05º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2024-02-09,,Pela Parte Interessada,2024-02-21,2024-02-21,2024-02-21,A noite,D,N,,N,CONSUMADO,Não Criminal,N,Perda/Extravio,,,,Via Pública,Via Pública,RIBEIRAO PRETO,JD JOSE SAMPAIO JUNIOR,14065060.0,1,RUA FLORINDA BORDIZAN SAMPAIO,250.0,-21.1393384857431,-47.8298689272476,1006071508,Subtraído,Telecomunicação,Telefone Celular,,1,Samsung,N,N,2,2024,
5155,5155,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,RIBEIRAO PRETO,2024,CP2947,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,05º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2024-02-23,,Pela Parte Interessada,2024-02-23,2024-02-23,2024-02-23,Pela manhã,D,N,,N,CONSUMADO,Não Criminal,N,Perda/Extravio,,,,Via Pública,Via Pública,RIBEIRAO PRETO,JARDIM JANDAIA,14055120.0,1,RUA JAVARI,10.0,-21.1309177,-47.8138798,1006091044,Subtraído,Telecomunicação,Telefone Celular,,1,Apple,N,N,2,2024,
5156,5156,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,RIBEIRAO PRETO,2024,CS8293,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,05º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2024-02-26,,Pela Parte Interessada,2024-02-26,2024-02-26,2024-02-26,A noite,D,N,,N,CONSUMADO,Código Penal,N,Furto (art. 155),Outros,,,Via Pública,Via Pública,RIBEIRAO PRETO,VILA ALBERTINA,14060110.0,1,RUA SÃO LOURENÇO,667.0,-21.1459193046666,-47.8150292939999,1006114188,Subtraído,Telecomunicação,Telefone Celular,,1,Apple,S,N,2,2024,
5157,5157,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,RIBEIRAO PRETO,2024,CS8936,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,05º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2024-02-26,20:45:00,Pela Parte Interessada,2024-02-26,2024-02-26,2024-02-26,,D,N,,N,CONSUMADO,Código Penal,N,Furto (art. 155),Outros,,,Via Pública,Via Pública,RIBEIRAO PRETO,IPIRANGA,14060580.0,1,RUA TABATINGA,636.0,,,1006114594,Subtraído,Telecomunicação,Telefone Celular,,1,Motorola,S,N,2,2024,Noite
5158,5158,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,RIBEIRAO PRETO,2024,CT9115,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,05º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2024-02-25,,Pela Parte Interessada,2024-02-27,2024-02-27,2024-02-27,A noite,D,N,,N,CONSUMADO,Não Criminal,N,Perda/Extravio,,,,Via Pública,Via Pública,RIBEIRAO PRETO,ADELINO SIMIONI,14071380.0,1,RUA CAROLINA TIEZI STRAMBI,939.0,-21.111759214,-47.797192792,1006120828,Subtraído,Telecomunicação,Telefone Celular,,1,Motorola,N,N,2,2024,
5159,5159,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,RIBEIRAO PRETO,2024,CW1290,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,05º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2024-02-27,,Pela Parte Interessada,2024-02-28,2024-02-28,2024-02-28,Pela manhã,D,N,,N,CONSUMADO,Não Criminal,N,Perda/Extravio,,,,Via Pública,Via Pública,RIBEIRAO PRETO,VILA ALBERTINA,14060190.0,1,RUA RIO VERDE,523.0,-21.1441433213077,-47.810993698,1006127843,Subtraído,Telecomunicação,Telefone Celular,,1,Motorola,N,N,2,2024,
5160,5160,900023,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA 3,RIBEIRAO PRETO,2024,BW0060,2,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,05º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2024-01-08,,Pela Parte Interessada,2024-02-08,2024-02-07,2024-02-26,A noite,D,N,,N,CONSUMADO,Código Penal,N,Furto (art. 155),Outros,,,,,RIBEIRAO PRETO,PRESIDENTE DUTRA,14060560.0,1,RUA TOCANTINS,1346.0,-21.1398409859259,-47.8128736715185,1005962722,Subtraído,Telecomunicação,Telefone Celular,,1,Outros,S,N,2,2024,
5161,5161,900023,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA 3,RIBEIRAO PRETO,2024,CM2421,2,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,05º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2024-01-22,21:00:00,Pela Parte Interessada,2024-02-21,2024-02-21,2024-02-22,,D,N,,N,CONSUMADO,Código Penal,N,Furto (art. 155),Residência,,,Via Pública,Via Pública,RIBEIRAO PRETO,PQ DOS PINOS,14062249.0,1,RUA PALMIRO BIM,87.0,-21.121473742341,-47.8190540840365,1006072227,Subtraído,Telecomunicação,Telefone Celular,,1,Samsung,S,N,2,2024,Noite
5162,5162,900023,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA 3,RIBEIRAO PRETO,2024,CS5719,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,05º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2024-02-26,09:00:00,Pela Parte Interessada,2024-02-26,2024-02-26,2024-02-26,,D,N,,N,CONSUMADO,Código Penal,N,Roubo (art. 157),Outros,,,Via Pública,Via Pública,RIBEIRAO PRETO,QUINTINO FACCI II,14071060.0,1,RUA AMÁCIO MAZAROPI,186.0,-21.1166133290724,-47.7972054134782,1006112336,Subtraído,Telecomunicação,Telefone Celular,,1,Samsung,N,N,2,2024,Manhã
5163,5163,100919,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,CPJ RIBEIRAO PRETO,RIBEIRAO PRETO,2024,BP0960,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,06º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2024-02-01,15:16:34,Pela Parte Interessada,2024-02-02,2024-02-02,2024-02-02,,D,N,,N,CONSUMADO,Código Penal,N,Roubo (art. 157),Transeunte,,"§ 2ºA, I - Se a violência ou ameaça é exercida com emprego de arma de fogo ",Via Pública,Via Pública,RIBEIRAO PRETO,PQ RIBEIRAO PRETO,14031500.0,1,RUA SAMUEL MARTINELI,0.0,-21.2040449899999,-47.8520146719999,1005917051,Subtraído,Telecomunicação,Telefone Celular,Unidade,1,Motorola,N,N,2,2024,Tarde
5164,5164,100919,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,CPJ RIBEIRAO PRETO,RIBEIRAO PRETO,2024,CD1252,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,06º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2024-02-14,,Pela Parte Interessada,2024-02-14,2024-02-14,2024-02-14,Pela manhã,D,N,,N,CONSUMADO,Código Penal,N,Furto (art. 155),Transeunte,,,Via Pública,Via Pública,RIBEIRAO PRETO,VILA VIRGINIA,14030670.0,1,AVENIDA BANDEIRANTES,300.0,-21.177971547,-47.824671038,1006011946,Subtraído,Telecomunicação,Telefone Celular,Unidade,1,Apple,,,2,2024,
5165,5165,100929,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,CPJ INTEGRADA RIB. PRETO,RIBEIRAO PRETO,2024,BV0976,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,06º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2024-02-07,,Pela Parte Interessada,2024-02-07,2024-02-07,2024-02-07,Em hora incerta,D,N,,N,CONSUMADO,Código Penal,N,Furto (art. 155),Outros,,,Via Pública,Via Pública,RIBEIRAO PRETO,VILA VIRGINIA,14030125.0,1,AVENIDA PATRIARCA,0.0,-21.1797623,-47.826172,1005957145,Subtraído,Telecomunicação,Telefone Celular,Unidade,1,Motorola,S,N,2,2024,
5166,5166,100929,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,CPJ INTEGRADA RIB. PRETO,RIBEIRAO PRETO,2024,CC9289,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,06º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2024-02-02,,Pela Parte Interessada,2024-02-14,2024-02-14,2024-02-14,Em hora incerta,S,N,,N,CONSUMADO,Código Penal,N,Furto (art. 155),Outros,,,Via Pública,Via Pública,RIBEIRAO PRETO,VILA VIRGINIA,14030490.0,1,RUA VISCONDE DE INHOMIRIM,0.0,-21.1875608,-47.83314,1006010626,Subtraído,Telecomunicação,Telefone Celular,Unidade,1,Samsung,,,2,2024,
5167,5167,100929,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,CPJ INTEGRADA RIB. PRETO,RIBEIRAO PRETO,2024,CE5798,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,06º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2024-02-13,,Pela Parte Interessada,2024-02-15,2024-02-15,2024-02-15,A noite,D,N,,N,CONSUMADO,Código Penal,N,Furto (art. 155),Transeunte,,,Unidade Rural,Chácara,RIBEIRAO PRETO,CAMPUS CIDADE UNIVERSITARIA,,1,VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS,,0.0,0.0,1006021713,Subtraído,Telecomunicação,Telefone Celular,Unidade,1,Apple,S,N,2,2024,
5168,5168,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,RIBEIRAO PRETO,2024,BN0162,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,06º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2024-01-27,,Pela Parte Interessada,2024-02-01,2024-01-31,2024-02-01,De madrugada,D,N,,N,CONSUMADO,Não Criminal,N,Perda/Extravio,,,,Via Pública,Via Pública,RIBEIRAO PRETO,VILA GUIOMAR,14030330.0,1,RUA RONALDE DE CARVALHO,200.0,-21.1954749569999,-47.8304460329999,1005903286,Subtraído,Telecomunicação,Telefone Celular,,1,Motorola,N,N,2,2024,
5169,5169,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,RIBEIRAO PRETO,2024,BQ4651,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,06º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2024-02-03,,Pela Parte Interessada,2024-02-04,2024-02-04,2024-02-04,A noite,D,N,,N,CONSUMADO,Código Penal,N,Furto (art. 155),Outros,,,,,RIBEIRAO PRETO,VILA VIRGINIA,14030060.0,1,RUA GUATAPARÁ,587.0,-21.178385481,-47.822339684,1005926069,Subtraído,Telecomunicação,Telefone Celular,,1,Apple,S,N,2,2024,
5170,5170,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,RIBEIRAO PRETO,2024,BR5369,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,06º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2024-01-04,,Pela Parte Interessada,2024-02-05,2024-02-05,2024-02-05,A noite,D,N,,N,CONSUMADO,Código Penal,N,Furto (art. 155),Outros,,,,,RIBEIRAO PRETO,PQ RIBEIRAO PRETO,14031260.0,1,RUA PROFESSOR RENATO JARDIM,994.0,,,1005933502,Subtraído,Telecomunicação,Telefone Celular,,1,Samsung,S,N,2,2024,
5171,5171,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,RIBEIRAO PRETO,2024,BY4635,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,06º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2024-02-09,,Pela Parte Interessada,2024-02-09,2024-02-09,2024-02-09,Pela manhã,D,N,,N,CONSUMADO,Código Penal,N,Roubo (art. 157),Outros,,,Via Pública,Via Pública,RIBEIRAO PRETO,VILA MONTE ALEGRE,14040906.0,1," AVENIDA BANDEIRANTES, 3900",3900.0,,,1005978281,Subtraído,Telecomunicação,Telefone Celular,,1,LG,S,N,2,2024,
5172,5172,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,RIBEIRAO PRETO,2024,BZ2020,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,06º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2024-02-09,,Pela Parte Interessada,2024-02-10,2024-02-09,2024-02-10,A tarde,D,N,,N,CONSUMADO,Código Penal,N,Furto (art. 155),Outros,,,Via Pública,Via Pública,RIBEIRAO PRETO,JD MARIA GORETTI,14030490.0,1,RUA VISCONDE DE INHOMERIM,1827.0,-21.1946266543953,-47.8366363588372,1005982966,Subtraído,Telecomunicação,Telefone Celular,,1,Samsung,S,N,2,2024,
5173,5173,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,RIBEIRAO PRETO,2024,CB8738,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,06º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2024-02-14,,Pela Parte Interessada,2024-02-14,2024-02-14,2024-02-14,Pela manhã,D,N,,N,CONSUMADO,Código Penal,N,Furto (art. 155),Outros,,,Via Pública,Via Pública,RIBEIRAO PRETO,JD PIRATININGA,14030680.0,1,ACESSO AVENIDA BANDEIRANTES,1600.0,-21.178505168,-47.8410165939999,1006004465,Subtraído,Telecomunicação,Telefone Celular,,1,Motorola,S,N,2,2024,
5174,5174,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,RIBEIRAO PRETO,2024,CC9114,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,06º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2024-02-12,,Pela Parte Interessada,2024-02-14,2024-02-14,2024-02-14,Pela manhã,D,N,,N,CONSUMADO,Código Penal,N,Furto (art. 155),Outros,,,Via Pública,Via Pública,RIBEIRAO PRETO,PQ RIBEIRAO PRETO,14031360.0,1,RUA VALERIANO RÉIS,57.0,-21.1989545539999,-47.8404297900526,1006010391,Subtraído,Telecomunicação,Telefone Celular,,1,Motorola,S,N,2,2024,
5175,5175,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,RIBEIRAO PRETO,2024,CC9419,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,06º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2024-02-14,03:00:00,Pela Parte Interessada,2024-02-14,2024-02-14,2024-02-14,,D,N,,N,CONSUMADO,Código Penal,N,Roubo (art. 157),Outros,,,Via Pública,Via Pública,RIBEIRAO PRETO,VILA VIRGINIA,14040030.0,1,AVENIDA BANDEIRANTES,245.0,-21.1771151732726,-47.8449172469996,1006010604,Subtraído,Telecomunicação,Telefone Celular,,1,Motorola,S,N,2,2024,Madrugada
5176,5176,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,RIBEIRAO PRETO,2024,CE4802,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,06º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2024-02-14,,Pela Parte Interessada,2024-02-15,2024-02-15,2024-02-15,De madrugada,D,N,,N,CONSUMADO,Código Penal,N,Furto (art. 155),Outros,,,,,RIBEIRAO PRETO,JARDIM RECREIO,14040030.0,1,AVENIDA BANDEIRANTES,1568.0,-21.1745204211223,-47.8571446046176,1006021022,Subtraído,Telecomunicação,Telefone Celular,,1,Motorola,S,N,2,2024,
5177,5177,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,RIBEIRAO PRETO,2024,CF4323,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,06º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2024-02-14,,Pela Parte Interessada,2024-02-16,2024-02-15,2024-02-16,De madrugada,D,N,,N,CONSUMADO,Código Penal,N,Furto (art. 155),Outros,,,,,RIBEIRAO PRETO,VILA MONTE ALEGRE,14040900.0,1," AVENIDA BANDEIRANTES, 3900",3900.0,,,1006026899,Subtraído,Telecomunicação,Telefone Celular,,1,Apple,S,N,2,2024,
5178,5178,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,RIBEIRAO PRETO,2024,CH6825,1,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,06º D.P. RIBEIRAO PRETO,RIBEIRAO PRETO,2024-02-17,10:30:00,Pela Parte Interessada,2024-02-18,2024-02-18,2024-02-18,,D,N,,N,CONSUMADO,Código Penal,N,Roubo (art. 157),Outros,,,Via Pública,Via Pública,RIBEIRAO PRETO,JD PIRATININGA,14030540.0,1,RUA LÚCIO DE MENDONÇA,1501.0,-21.1929444661686,-47.8397451381686,1006042158,Subtraído,Telecomunicação,Telefone Celular,,1,Samsung,S,N,2,2024,Manhã
